订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,行业,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率
8F5D54C62E2C44_2,续保,2023/11/22 0:00,366,34120.5,0,34120.5,3,12000,0.352,500000,十级伤残:10%,重庆,重庆市,G05449,46,46,0,4,12,15,0,0,1,1,13,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.348
20B7E49A0F5865_2,新单,2023/11/22 0:00,366,23700,0,23700,0,0,0,500000,十级伤残:10%,江苏省,无锡市,E04822,21,21,2,5,4,7,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.143,0.333
8F06D475BF046A_1,续保,2023/11/23 0:00,366,48140,0,48140,0,0,0,1000000,十级伤残:5%,河南省,平顶山市,M0759,20,20,3,5,3,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2F09B4F127CE49_1,新单,2023/11/23 0:00,366,10560,0,10560,2,12192,1.155,200000,十级伤残:10%,江苏省,苏州市,C03499,20,20,1,3,3,7,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25
242A14232B7D72_4,续保,2023/11/23 0:00,366,45792,0,45792,0,0,0,200000,十级伤残:5%,河南省,洛阳市,E04999,72,72,3,22,10,10,1,0,3,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0
809684D5BBA933_1,新单,2023/11/23 0:00,366,37359,0,37359,3,33400,0.894,300000,十级伤残:10%,安徽省,滁州市,C03499,63,63,5,16,16,23,0,0,1,1,1,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.508
A6E9B452C2F1A3,续保,2023/11/23 0:00,366,29285,0,29285,2,2000,0.068,800000,十级伤残:10%,重庆,重庆市,F05165,15,14,0,2,1,5,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0.643,0,0.571
D31B740450FD19_1,新单,2023/11/24 0:00,366,5154,0,5154,0,0,0,600000,十级伤残:10%,浙江省,湖州市,F05222,10,10,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
FEF4D4525D8C6D_2,新单,2023/11/24 0:00,366,27061.38,0,27061.38,1,9500,0.351,200000,十级伤残:10%,浙江省,湖州市,F05222,149,149,0,0,2,1,0,0,1,7,15,108,15,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087
D4F2742ACF9EA8_3,新单,2023/11/24 0:00,366,2380,1398.75,3672.19,1,237,0.065,200000,十级伤残:5%,安徽省,合肥市,N07729,10,22,14,2,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409
DAE7D46BE4E31E,续保,2023/11/24 0:00,366,17612,0,17612,0,0,0,800000,十级伤残:10%,重庆,重庆市,C0219,10,10,0,1,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9AA844958C6180,新单,2023/11/24 0:00,366,15654,0,15654,0,0,0,800000,十级伤残:5%,浙江省,湖州市,C02039,10,10,0,0,0,1,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6
8C06647A3914CD_1,续保,2023/11/24 0:00,366,25170,1506.07,26676.07,2,412000,15.445,1000000,十级伤残:10%,江苏省,苏州市,C0364,10,11,4,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.818
886424BA1EB249,新单,2023/11/25 0:00,366,3402,0,3402,0,0,0,200000,十级伤残:10%,江苏省,常州市,C02319,10,10,0,4,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9A0B44BE450A8E_1,续保,2023/11/25 0:00,366,19481,2277.18,21758.18,0,0,0,300000,十级伤残:10%,江苏省,苏州市,C03422,23,29,1,1,2,2,4,1,1,1,7,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.103
CC00846CDF6D72_1,续保,2023/11/25 0:00,366,27342,0,27342,3,11811,0.432,500000,十级伤残:10%,山东省,潍坊市,C03422,21,21,1,3,4,6,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.333
843B64C9C6A748_1,续保,2023/11/25 0:00,366,35796,0,35796,0,0,0,800000,十级伤残:10%,安徽省,滁州市,C03422,19,19,1,0,1,5,5,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.211
EF5D64098A6AD4,续保,2023/11/25 0:00,366,17019.2,8298.24,25317.44,2,2424,0.096,600000,十级伤残:10%,重庆,重庆市,C0211,11,18,0,0,1,10,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.944
964404B206ACF4_1,新单,2023/11/25 0:00,366,14652,3042.5,17694.5,0,0,0,600000,十级伤残:5%,江苏省,泰州市,C03424,11,15,1,1,1,5,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.667
046394000803A0_2,续保,2023/11/25 0:00,366,63123,83737.83,146860.83,6,49400,0.336,600000,十级伤残:5%,江苏省,南通市,C03311,53,181,4,34,45,88,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,1.249
70AB648A2CF6B2,新单,2023/11/25 0:00,366,19835,2522.05,22357.05,0,0,0,300000,十级伤残:10%,安徽省,阜阳市,C03499,18,21,6,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.381
32CAB485517319_1,续保,2023/11/25 0:00,366,67016.62,22807.56,89824.18,2,19500,0.217,1000000,十级伤残:10%,浙江省,宁波市,E04999,30,53,16,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,16,0.302,0,0.302
DF4814C5E01F0D_2,新单,2023/11/25 0:00,366,66125.4,11206.83,77332.23,1,0,0,500000,十级伤残:5%,江西省,上饶市,C03062,90,115,7,16,32,39,2,0,0,2,7,10,0,0,0,0,0,0,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574
1566A4C33A5559,续保,2023/11/26 0:00,366,29290,4917.69,34207.69,4,102176,2.987,500000,十级伤残:10%,江苏省,常州市,C03591,20,45,0,8,10,22,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1.8
E16784D0ACE457,续保,2023/11/26 0:00,366,7235,0,7235,0,0,0,500000,十级伤残:5%,山东省,济宁市,F05125,10,10,1,2,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
01D294650BDCBB_1,新单,2023/11/26 0:00,366,5500,0,5500,0,0,0,300000,十级伤残:10%,浙江省,宁波市,C03499,10,10,0,0,1,0,1,0,0,0,2,5,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2
5E31342FD72884,续保,2023/11/27 0:00,366,10639.5,2152.57,12792.07,0,0,0,500000,十级伤残:10%,重庆,重庆市,C03399,12,16,2,1,2,4,0,1,0,1,3,2,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.438,0.313
75CD3427504E3C_1,续保,2023/11/28 0:00,366,34944,2452.98,37396.98,1,492,0.013,1000000,十级伤残:10%,上海,上海市,L07299,13,14,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.071
9C2C441B242815,续保,2023/11/28 0:00,366,17083,9491.96,26574.96,1,0,0,500000,十级伤残:5%,福建省,泉州市,C0432,11,18,0,1,5,7,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1.278
9E82E4A2FE5C10,新单,2023/11/29 0:00,366,29080.8,2540.39,31621.19,1,0,0,600000,十级伤残:10%,江苏省,南通市,M0731,20,24,1,6,5,5,0,3,0,1,0,3,0,0,0,0,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.833
AF7EB4A50E3BF1,新单,2023/11/29 0:00,366,32952,22377.66,55329.66,0,0,0,600000,十级伤残:10%,浙江省,金华市,C02929,20,37,7,3,3,3,0,0,9,4,5,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.757
AF9074EF01BDE6,新单,2023/11/29 0:00,366,33840,0,33840,1,16857,0.498,500000,十级伤残:10%,浙江省,宁波市,C03389,24,24,0,1,3,4,0,1,0,0,3,11,1,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25
E1C60484010DCE_1,新单,2023/11/29 0:00,366,9424,0,9424,3,15364,1.63,100000,十级伤残:3%,江苏省,常州市,C0219,38,38,7,4,0,1,0,0,2,11,9,4,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1.447
A2ACA46EBA7037_3,续保,2023/11/30 0:00,366,15750,80.32,15830.32,1,11000,0.695,500000,十级伤残:5%,云南省,昆明市,E04819,15,15,1,4,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.867
2CC4642017F8BF_2,新单,2023/11/30 0:00,366,12545.65,0,12545.65,0,0,0,300000,十级伤残:10%,江苏省,苏州市,C02019,13,13,0,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
0D72543C0530B5_1,新单,2023/11/30 0:00,366,5819,3023.67,8842.67,0,0,0,300000,十级伤残:10%,江苏省,常州市,C03499,11,21,0,2,0,0,0,0,2,8,2,4,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143
EE24F4BFF35204,续保,2023/11/30 0:00,366,50978.4,0,50978.4,4,245430,4.814,700000,十级伤残:10%,江苏省,南通市,M0732,33,31,1,3,6,9,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.323
453104A822698D_1,续保,2023/11/30 0:00,366,17862,1722.76,19584.76,0,0,0,800000,十级伤残:10%,重庆,重庆市,C03399,10,14,1,0,2,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.357
F771342541B33F_2,新单,2023/11/30 0:00,366,14412,0,14412,0,0,0,600000,十级伤残:5%,江苏省,南通市,L07269,10,10,3,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5.7
5DEE14D41AFB97_1,新单,2023/12/1 0:00,366,4518,0,4518,0,0,0,200000,十级伤残:10%,安徽省,马鞍山市,C03424,11,11,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.909
2F9D4453F3CEE1,续保,2023/12/1 0:00,366,13794,0,13794,2,10000,0.725,500000,十级伤残:10%,重庆,重庆市,C03499,14,14,1,1,1,3,0,0,0,4,4,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
851A84AFE60DE9,续保,2023/12/1 0:00,366,19648.2,2523.14,22171.34,1,57528,2.595,800000,十级伤残:10%,重庆,重庆市,C03499,11,14,1,4,2,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.143
0DECD43CCDFE36_3,新单,2023/12/1 0:00,366,18816,0,18816,1,404,0.021,800000,十级伤残:5%,江苏省,苏州市,C02035,10,10,0,1,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.2
0848F4AC7448F9_1,新单,2023/12/1 0:00,366,97044.5,22424,119468.5,2,1900,0.016,800000,十级伤残:5%,上海,上海市,E0492,49,68,9,19,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0.529
AA8D54C351C0AF,新单,2023/12/1 0:00,366,11120,0,11120,0,0,0,500000,十级伤残:10%,江苏省,盐城市,C03399,10,10,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.2
765254B58500C3_2,新单,2023/12/1 0:00,366,27771,0,27771,0,0,0,500000,十级伤残:5%,江苏省,南通市,C01789,44,44,0,0,0,1,4,4,0,1,1,24,7,2,0,0,0,0,0,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114
FE7C142D2F0AED,新单,2023/12/1 0:00,366,17280,0,17280,0,0,0,600000,十级伤残:5%,江苏省,泰州市,O0829,18,18,0,1,1,3,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278
DA8684E8B09190,续保,2023/12/1 0:00,366,21406.35,2696.55,24102.9,0,0,0,800000,十级伤残:10%,重庆,重庆市,C03541,19,25,1,3,3,7,0,0,0,2,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12
D66B9420EB629D_1,新单,2023/12/1 0:00,366,6807,1378.14,8185.14,0,0,0,300000,十级伤残:5%,浙江省,杭州市,C03099,10,13,1,5,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.231
FB754405D4E943,新单,2023/12/2 0:00,366,12235,695.32,12930.32,0,0,0,500000,十级伤残:10%,浙江省,湖州市,C03429,10,11,3,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.455
98D7844F7EF4E0,新单,2023/12/2 0:00,366,16532,2082.96,18614.96,1,54000,2.901,800000,十级伤残:10%,江苏省,常州市,C03399,10,13,1,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.462
6DAEA49FFD5AA0_1,新单,2023/12/2 0:00,366,7800,0,7800,0,0,0,500000,十级伤残:10%,浙江省,嘉兴市,C03569,17,17,2,4,6,3,1,0,0,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941,0
FFC4B4452E2CFD_1,新单,2023/12/2 0:00,366,13285,0,13285,0,0,0,600000,十级伤残:10%,江苏省,常州市,C03464,10,10,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.2
BCC394C8EDD1A3_2,续保,2023/12/2 0:00,183,26292,78042.6,104334.6,1,3610,0.035,1000000,十级伤残:10%,江苏省,镇江市,M0732,15,65,3,36,16,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,1.508
329B24267C667B,续保,2023/12/3 0:00,366,23525,5645.9,29170.9,1,4480,0.154,800000,十级伤残:10%,重庆,重庆市,E05011,15,20,7,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25
3C5BE4529C9942_1,续保,2023/12/3 0:00,366,15485,760.75,16245.75,0,0,0,800000,十级伤残:10%,重庆,重庆市,C03389,17,18,2,3,4,5,0,0,1,2,0,1,0,0,0,0,0,0,0,5,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333
FD058402595FC5_2,新单,2023/12/3 0:00,366,11000,0,11000,1,4000,0.364,400000,十级伤残:10%,江苏省,无锡市,C03489,10,10,0,0,2,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2
49D364E581EA81,新单,2023/12/3 0:00,366,10585.4,0,10585.4,0,0,0,300000,十级伤残:10%,浙江省,湖州市,C03389,14,14,4,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.429
146F94B16CAC12,新单,2023/12/4 0:00,366,25246,0,25246,0,0,0,700000,十级伤残:10%,江苏省,常州市,C03484,14,14,2,3,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.286
BD1934B0864D33_2,新单,2023/12/5 0:00,366,43768,16664.13,60432.13,0,0,0,800000,十级伤残:5%,江苏省,南京市,M0732,20,40,5,18,10,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1.15
D12C34FC0D756B_1,新单,2023/12/5 0:00,366,22194.9,0,22194.9,0,0,0,600000,十级伤残:10%,浙江省,宁波市,E04999,13,13,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0.462
3769D442C06534_2,新单,2023/12/5 0:00,366,9665.76,0,9665.76,0,0,0,200000,十级伤残:10%,浙江省,金华市,C0419,25,25,12,2,0,1,0,0,7,0,1,1,0,1,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96
2DAFF4B537B3A2,新单,2023/12/5 0:00,366,13190,0,13190,0,0,0,500000,十级伤残:10%,江苏省,无锡市,C03329,10,10,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
82DDC45B57F0F4,新单,2023/12/5 0:00,366,13072.5,0,13072.5,0,0,0,500000,十级伤残:5%,浙江省,杭州市,C03099,13,13,1,2,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.615
71D1B4EAFBCE76,新单,2023/12/5 0:00,366,7902,0,7902,0,0,0,400000,十级伤残:10%,江苏省,无锡市,C01711,18,18,0,1,2,2,0,0,0,3,9,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222
DD8A540BE4F325_3,新单,2023/12/5 0:00,366,10517.4,0,10517.4,1,0,0,600000,十级伤残:10%,江苏省,常州市,H06299,15,15,4,1,1,0,0,0,2,4,1,1,1,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533
7D6CA400B90AB0_1,续保,2023/12/6 0:00,366,26600,11831.9,38431.9,0,0,0,1000000,十级伤残:5%,河南省,洛阳市,E0492,10,19,3,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.421
93CFD422CA7E4C_2,新单,2023/12/6 0:00,366,16300.8,0,16300.8,2,1000,0.061,300000,十级伤残:10%,江苏省,南京市,C03399,24,24,1,10,7,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1BB8D4AB3C786F_4,新单,2023/12/6 0:00,366,9444,0,9444,1,3300,0.349,200000,十级伤残:10%,江苏省,南京市,C03399,36,36,5,6,13,5,2,0,0,1,1,2,1,0,0,0,0,0,0,11,11,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.194
3BE304AF0A31A8_1,新单,2023/12/6 0:00,366,15400,901.64,16301.64,1,2453,0.15,400000,十级伤残:10%,江苏省,常州市,C03484,14,16,1,9,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2
F7FDC473471EAE_1,新单,2023/12/6 0:00,366,29288.82,7265.83,36554.65,2,40000,1.094,300000,十级伤残:10%,浙江省,温州市,C0364,42,54,6,7,7,7,0,0,3,6,15,3,0,0,0,0,0,0,0,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1.204
98B67474880584_1,新单,2023/12/6 0:00,183,5519.9,0,5519.9,0,0,0,300000,十级伤残:5%,浙江省,湖州市,E05011,10,10,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1
D0F31472E331B7,新单,2023/12/6 0:00,366,2654.4,0,2654.4,1,37000,13.939,100000,十级伤残:10%,江苏省,泰州市,C0409,8,8,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277254CA1D09D2_2,新单,2023/12/6 0:00,366,22100,0,22100,0,0,0,300000,十级伤残:10%,江苏省,苏州市,C03589,26,26,1,0,3,5,2,0,0,2,5,7,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.038
B53C34D3586A64_5,续保,2023/12/6 0:00,366,45164,0,45164,0,0,0,1000000,十级伤残:10%,湖北省,武汉市,C03499,22,22,4,12,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1.727
24F4F4E169CE54_3,新单,2023/12/6 0:00,366,43538.92,0,43538.92,3,164000,3.767,500000,十级伤残:10%,江苏省,盐城市,E0509,29,29,2,9,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.966,0,2
38AF2446E1C381_1,新单,2023/12/7 0:00,366,9175,626.92,9801.92,3,3926,0.401,100000,十级伤残:5%,江苏省,常州市,C0219,31,33,5,6,0,4,1,0,1,8,3,3,2,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1.424
3F7AA4850E979F,续保,2023/12/7 0:00,366,74696.4,14881,89577.4,2,30814,0.344,500000,十级伤残:10%,四川省,成都市,G0591,55,68,3,10,18,24,2,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,0.926,0,0.838
CDDDC4B47BA127,新单,2023/12/7 0:00,366,64030,12996.57,77026.57,2,120000,1.558,500000,十级伤残:10%,浙江省,宁波市,C03399,38,48,1,9,10,15,3,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1.292
DCD51434AF2CD9_1,新单,2023/12/7 0:00,366,10580,0,10580,0,0,0,600000,十级伤残:10%,江苏省,苏州市,C02922,10,10,0,0,0,2,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
C7C054AB365ADF,新单,2023/12/7 0:00,366,2660,0,2660,0,0,0,100000,十级伤残:5%,江苏省,常州市,C0219,10,10,2,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.4
C542146252D66A_2,新单,2023/12/7 0:00,366,10808,0,10808,0,0,0,500000,十级伤残:10%,江苏省,连云港市,C02919,14,14,1,1,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0D3FB47128E843_2,新单,2023/12/8 0:00,366,34213.09,1546.79,35759.88,0,0,0,500000,十级伤残:5%,江苏省,盐城市,L07299,53,63,6,4,2,20,3,0,1,7,5,15,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
6564E472B455A0,新单,2023/12/8 0:00,366,33179,9000.08,42179.08,1,24350,0.577,500000,十级伤残:5%,浙江省,丽水市,C03429,31,40,14,7,11,2,0,1,1,2,0,1,1,0,0,0,0,0,0,2,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1.7
0787243A03ADA2_1,新单,2023/12/8 0:00,366,6004.8,0,6004.8,0,0,0,200000,十级伤残:5%,江苏省,南通市,C0211,10,10,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0FF7D4704D54BB_2,续保,2023/12/8 0:00,366,19835.2,7084.01,26919.21,0,0,0,800000,十级伤残:10%,重庆,重庆市,L07299,14,28,1,4,7,8,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.536
6DC1E49CDDA366_3,新单,2023/12/8 0:00,366,58327.2,0,58327.2,2,29000,0.497,800000,十级伤残:5%,江苏省,南通市,E0479,36,36,3,5,6,18,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,0.361
4143F49DF1ED79_1,新单,2023/12/8 0:00,366,7671,0,7671,0,0,0,500000,十级伤残:10%,浙江省,湖州市,C03831,10,10,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3
F78614590AC68E_1,新单,2023/12/8 0:00,366,5100.6,404.95,5505.55,1,0,0,300000,十级伤残:5%,浙江省,湖州市,C03831,12,19,0,4,6,1,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.263
5D3574B557EF77_1,新单,2023/12/8 0:00,366,5445,0,5445,0,0,0,500000,十级伤残:10%,江苏省,苏州市,C03831,5,5,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
6C6C347BF19DC4_1,新单,2023/12/8 0:00,366,5100.6,0,5100.6,2,7517,1.474,300000,十级伤残:5%,江苏省,苏州市,C03831,12,12,1,2,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.167
1F8B14031D8D57,续保,2023/12/9 0:00,366,49249.5,0,49249.5,2,42000,0.853,500000,十级伤残:5%,山东省,德州市,C03089,41,41,1,0,4,24,3,0,0,0,2,7,0,0,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.171
