订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率,行业1级,行业2级,行业3级,行业4级
1195849B24DA61_2,续保,2024-03-17 00:00:00,365,15760.0,6518.11,22278.11,0,0,0.0,800000,十级伤残:10%,江苏省,常州市,10,12,1,3,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.417,C|制造业,C021|家具制造业,C0219|其他家具制造,
865604C09B14B2_3,新单,2024-03-17 00:00:00,365,29905.2,2228.98,32134.18,5,11300,0.352,800000,十级伤残:10%,江苏省,苏州市,39,42,8,19,5,6,0,0,1,1,2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,M|科学研究和技术服务业,M073|研究和试验发展,M0734|医学研究和试验发展,
4E4534AE95D571,新单,2024-03-17 00:00:00,365,19180.0,0.0,19180.0,0,0,0.0,700000,十级伤残:10%,江苏省,常州市,10,10,0,0,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
41FF74DE087183,新单,2024-03-17 00:00:00,365,27505.8,1029.9,28535.7,1,20822,0.73,800000,十级伤残:10%,江苏省,苏州市,12,12,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,1.417,E|建筑业,E049|建筑安装业,E0499|其他建筑安装业,E04999|其他建筑安装
29B7E477183440_1,新单,2024-03-17 00:00:00,365,118119.79,0.0,118119.79,6,183046,1.55,700000,十级伤残:10%,江苏省,盐城市,61,58,6,16,14,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1.0,0.0,1.138,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
1AA394A073FD82_1,新单,2024-03-17 00:00:00,365,57750.0,1078.77,58828.77,1,2100,0.036,800000,十级伤残:10%,江苏省,无锡市,22,23,1,7,8,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
5AD8F4AE19D619_1,新单,2024-03-17 00:00:00,365,21906.8,248.84,22155.64,1,0,0.0,200000,十级伤残:10%,浙江省,金华市,40,45,12,12,3,3,0,0,4,8,2,1,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.333,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
468E34C4C54E08_1,续保,2024-03-17 00:00:00,365,52340.0,0.0,52340.0,0,0,0.0,1000000,十级伤残:10%,上海,上海市,20,20,6,3,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0,0.0,0.6,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
536F349F84A536,新单,2024-03-17 00:00:00,365,15205.44,945.68,16151.12,1,12157,0.753,200000,十级伤残:10%,浙江省,金华市,26,28,4,4,3,1,0,0,4,2,4,5,1,0,0,0,0,0,0,0,2,0,12,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
12A1A44B586D45,新单,2024-03-18 00:00:00,365,44274.0,1577.69,45851.69,1,0,0.0,700000,十级伤残:10%,江苏省,无锡市,23,24,1,2,4,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0.458,0.0,0.417,C|制造业,C032|有色金属冶炼和压延加工业,C0325|有色金属压延加工,C03252|铝压延加工
4CFAA434375E20,新单,2024-03-18 00:00:00,365,15160.0,0.0,15160.0,0,0,0.0,500000,十级伤残:10%,江苏省,苏州市,10,10,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
9C3E8472693F38,新单,2024-03-18 00:00:00,365,12960.0,0.0,12960.0,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,15,15,4,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
9AF574313BEF54,新单,2024-03-18 00:00:00,365,39812.4,7998.83,47811.23,0,0,0.0,800000,十级伤残:10%,浙江省,绍兴市,15,26,1,2,2,7,2,0,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,C|制造业,C033|金属制品业,C0332|金属工具制造,C03329|其他金属工具制造
0937C43839D998_1,新单,2024-03-18 00:00:00,365,14650.0,493.68,15143.68,1,550000,36.319,500000,十级伤残:10%,江苏省,无锡市,10,11,0,2,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,0.0,0.455,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
EB41F4FCC11EA2_2,新单,2024-03-18 00:00:00,365,132471.8,318.21,132790.00999999998,6,69954,0.527,300000,十级伤残:10%,浙江省,金华市,142,142,19,25,38,24,1,0,4,7,9,15,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.894,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
85B1E4D8AE1737,新单,2024-03-18 00:00:00,365,19771.2,0.0,19771.2,0,0,0.0,600000,十级伤残:10%,浙江省,金华市,10,10,2,3,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.4,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
D320E41368D6D7,新单,2024-03-18 00:00:00,365,9132.48,0.0,9132.48,0,0,0.0,200000,十级伤残:10%,浙江省,金华市,21,21,2,2,7,1,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.095,C|制造业,C034|通用设备制造业,C0346|烘炉、风机、包装等设备制造,C03465|风动和电动丁.具制造
3F3B447D610076_3,续保,2024-03-19 00:00:00,365,220000.0,87493.61,307493.6100000001,3,79960,0.26,1000000,十级伤残:10%,江苏省,常州市,100,165,18,67,59,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1.0,0.0,0.552,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0759|其他科技推广服务业,
CAF234E74F56E8,新单,2024-03-19 00:00:00,365,3700.0,0.0,3700.0,0,0,0.0,200000,十级伤残:10%,江苏省,无锡市,10,10,0,2,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C029|橡胶和塑料制品业,C0291|橡胶制品业,C02919|其他橡胶制品制造
BCF2647A262849,续保,2024-03-19 00:00:00,365,15613.8,0.0,15613.8,0,0,0.0,400000,十级伤残:10%,安徽省,蚌埠市,18,18,1,1,3,5,2,2,0,0,3,0,1,0,0,0,0,0,0,2,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.056,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
045E241F1FF4AB_4,续保,2024-03-19 00:00:00,365,33380.16,3524.9,36905.060000000005,3,119111,3.227,1000000,十级伤残:10%,江苏省,常州市,10,10,0,2,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7,0.0,0.9,I|信息传输、软件和信息技术服务业,I063|电信、广播电视和卫星传输服务,I0632|广播电视传输服务,I06321|有线广播电视传输服务
68E58459E6167A,新单,2024-03-19 00:00:00,365,16730.0,3336.84,20066.84,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,12,1,4,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.75,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
83CF6434490415_3,新单,2024-03-19 00:00:00,365,15288.0,0.0,15288.0,1,1500,0.098,500000,十级伤残:10%,江苏省,常州市,12,12,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
0431B49A070D82_1,新单,2024-03-19 00:00:00,365,12360.96,7291.64,19652.6,0,0,0.0,200000,十级伤残:10%,浙江省,金华市,25,42,10,3,4,5,0,0,2,7,8,3,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.238,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
FC0434658D5730,新单,2024-03-19 00:00:00,365,16171.0,5396.74,21567.74,0,0,0.0,500000,十级伤残:10%,浙江省,金华市,13,17,1,2,6,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.529,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
5E5C64FFAC5E7C,续保,2024-03-19 00:00:00,365,23883.0,0.0,23883.0,2,20373,0.853,500000,十级伤残:10%,山东省,烟台市,27,27,3,7,6,4,0,0,0,3,3,1,0,0,0,0,0,0,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.111,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
147BA422EF681C,续保,2024-03-19 00:00:00,365,15950.0,0.0,15950.0,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,10,10,0,0,1,1,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
7B7EA41BCE335A,新单,2024-03-19 00:00:00,365,23200.8,0.0,23200.8,1,10000,0.431,200000,十级伤残:10%,浙江省,杭州市,35,35,0,2,3,10,5,0,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
71AD64DF4521D7,续保,2024-03-19 00:00:00,365,27700.0,4077.67,31777.67,3,2117,0.067,1000000,十级伤残:10%,山东省,烟台市,20,25,0,0,1,5,2,0,1,3,6,6,1,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.36,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
0EF05462705D06_2,续保,2024-03-19 00:00:00,365,40377.6,0.0,40377.6,1,5000,0.124,1000000,十级伤残:10%,江苏省,无锡市,12,12,0,0,0,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,0.0,F|批发和零售业,F052|零售业,F0529|货摊、无店铺及其他零售业,F05299|其他未列明零售业
2CD5F46870832A,续保,2024-03-19 00:00:00,365,35073.0,2391.58,37464.58,1,770,0.021,500000,十级伤残:10%,山东省,烟台市,27,29,2,3,15,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.241,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
27EB54D85E82FB,新单,2024-03-19 00:00:00,365,50055.6,14054.49,64110.09,2,150764,2.352,500000,十级伤残:10%,浙江省,金华市,40,49,14,9,3,3,0,0,10,6,3,1,0,0,0,0,0,0,0,0,4,0,22,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.551,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
9073046275C534,新单,2024-03-19 00:00:00,365,9639.0,0.0,9639.0,1,9000,0.934,200000,十级伤残:10%,江苏省,苏州市,18,18,0,2,3,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.111,C|制造业,C040|仪器仪表制造业,C0401|通用仪器仪表制造,C04019|其他通用仪器制造
D05A94B6467917,新单,2024-03-19 00:00:00,365,16536.0,7826.27,24362.270000000004,1,1501,0.062,500000,十级伤残:10%,浙江省,金华市,12,28,7,4,6,2,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
261E24E3C37416,新单,2024-03-19 00:00:00,365,7954.56,0.0,7954.56,0,0,0.0,200000,十级伤残:10%,江苏省,苏州市,12,12,0,4,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
C08BF41D8E9C19,新单,2024-03-19 00:00:00,365,20029.6,1592.55,21622.15,0,0,0.0,800000,十级伤残:10%,江苏省,无锡市,10,13,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0.308,0.0,0.308,L|租赁和商务服务业,L071|租赁业,L0711|机械设备经营租赁,L07113|建筑工程机械与设备经营租赁
54EF94CDAA133C,新单,2024-03-19 00:00:00,365,5700.0,0.0,5700.0,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,10,10,2,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
FA415465EEFA4C_2,续保,2024-03-19 00:00:00,365,16263.0,0.0,16263.0,0,0,0.0,500000,十级伤残:10%,重庆,重庆市,24,24,0,4,4,4,0,0,1,8,3,0,0,0,3,0,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,C|制造业,C035|专用设备制造业,C0359|环保、邮政、社会公共服务及其他专 用设备制造,C03599|其他专用设备制造
CFEAB478A9EBDE_1,新单,2024-03-19 00:00:00,365,12865.8,3478.34,16344.14,0,0,0.0,200000,十级伤残:10%,浙江省,金华市,40,54,14,3,4,2,0,1,17,4,7,2,0,0,0,0,0,0,0,0,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.481,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
36FDF498B78055_2,新单,2024-03-19 00:00:00,365,20150.0,0.0,20150.0,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,13,13,1,0,0,1,0,0,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.769,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
B0FAE40F258EB7,新单,2024-03-19 00:00:00,365,12005.0,0.0,12005.0,0,0,0.0,500000,十级伤残:10%,浙江省,金华市,10,10,0,1,0,3,2,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C036|汽车制造业,C0367|汽车零部件及配件制造,
8E2AC4D6D1E664,新单,2024-03-19 00:00:00,365,16555.5,2676.1,19231.6,0,0,0.0,500000,十级伤残:10%,江苏省,泰州市,13,18,11,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.611,F|批发和零售业,F052|零售业,F0528|五金、家具及室内装饰材料专门零售,F05281|五金零售
587C0438A7C218_2,新单,2024-03-19 00:00:00,365,14772.0,0.0,14772.0,0,0,0.0,500000,十级伤残:5%,江苏省,苏州市,10,10,0,2,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,C|制造业,C030|非金属矿物制品业,C0304|玻璃制造,C03049|其他玻璃制造
8BD704A27D3EC0,续保,2024-03-20 00:00:00,365,24258.0,0.0,24258.0,0,0,0.0,700000,十级伤残:10%,江苏省,常州市,13,13,1,2,2,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C031|黑色金属冶炼和压延加工业,C0313|钢压延加工,
F8003488B9A1C0,新单,2024-03-20 00:00:00,365,16476.0,0.0,16476.0,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,10,0,1,3,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,C|制造业,C035|专用设备制造业,C0352|化工、木材、非金属加工专用设备制造,C03525|模具制造
5D8BB486A4BFEE_1,新单,2024-03-20 00:00:00,365,8775.0,508.38,9283.38,2,7000,0.754,100000,十级伤残:10%,江苏省,无锡市,27,44,0,4,3,10,5,0,0,2,5,11,3,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
D947B4584EC8C5,新单,2024-03-20 00:00:00,365,40392.0,3508.02,43900.02,6,7210,0.164,800000,十级伤残:10%,江苏省,无锡市,20,22,0,1,0,2,3,0,0,0,3,7,5,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.136,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
C8EAF4EC243445_1,新单,2024-03-20 00:00:00,365,2202.1,728.76,2930.86,0,0,0.0,100000,十级伤残:10%,浙江省,杭州市,19,26,11,2,0,2,0,0,2,0,1,7,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.808,H|住宿和餐饮业,H062|餐饮业,H0629|其他餐饮业,H06299|其他未列明餐饮业
99BBD46A52D7D3,新单,2024-03-20 00:00:00,365,12232.0,0.0,12232.0,2,1700,0.139,500000,十级伤残:10%,浙江省,宁波市,11,11,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.182,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
47FC54B31478AF_1,续保,2024-03-20 00:00:00,365,19994.0,0.0,19994.0,1,1500,0.075,500000,十级伤残:10%,四川省,南充市,13,13,4,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.231,E|建筑业,E049|建筑安装业,E0492|管道和设备安装,
AFABE4B0F76F04,新单,2024-03-20 00:00:00,365,53020.0,1894.99,54914.99,2,8000,0.146,800000,十级伤残:10%,江苏省,无锡市,22,23,2,1,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.087,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
F8D6F4DC6EEB7C,新单,2024-03-20 00:00:00,365,26406.84,2073.1,28479.94,1,14000,0.492,200000,十级伤残:10%,江苏省,盐城市,78,86,6,21,22,7,0,0,1,9,18,2,0,0,0,0,0,6,77,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.965,0.07,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
1C9304F8BD0911,新单,2024-03-20 00:00:00,365,14000.0,550.41,14550.41,2,4788,0.329,300000,十级伤残:10%,江苏省,无锡市,20,21,0,1,6,10,0,0,0,2,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.238,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
E8C1E497D862A6,新单,2024-03-20 00:00:00,365,20044.6,0.0,20044.6,0,0,0.0,500000,十级伤残:5%,江苏省,苏州市,20,20,2,4,4,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.95,E|建筑业,E049|建筑安装业,E0499|其他建筑安装业,E04999|其他建筑安装
268E146A075E0A,新单,2024-03-20 00:00:00,365,8957.2,1744.92,10702.120000000004,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,19,23,0,1,0,2,0,0,0,3,4,10,3,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.087,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
C4BB24B41C44C4,新单,2024-03-20 00:00:00,365,10814.0,0.0,10814.0,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,13,13,2,0,1,0,1,0,4,0,4,1,0,0,0,0,0,0,0,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.846,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
A9EAA415A0C194,新单,2024-03-20 00:00:00,365,32713.6,0.0,32713.6,1,0,0.0,800000,十级伤残:10%,江苏省,常州市,16,16,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.188,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
007BA436C7A4CA_1,续保,2024-03-20 00:00:00,365,7565.25,0.0,7565.25,1,1067,0.141,500000,十级伤残:5%,湖北省,武汉市,11,11,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.182,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0501|建筑装饰和装修业,E05012|住宅装饰和装修
DB32A4EA2029F4,新单,2024-03-20 00:00:00,365,18996.0,3840.84,22836.84,0,0,0.0,800000,十级伤残:10%,江苏省,无锡市,10,13,0,6,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.615,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
B671F437D7688D,新单,2024-03-20 00:00:00,365,23230.0,0.0,23230.0,1,2000,0.086,800000,十级伤残:10%,江苏省,无锡市,10,10,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,E|建筑业,E049|建筑安装业,E0499|其他建筑安装业,E04999|其他建筑安装
8C333481A03681,新单,2024-03-20 00:00:00,365,19642.0,2237.11,21879.11,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,14,18,0,1,0,1,0,0,2,2,5,5,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.278,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
C84E445B562E35,续保,2024-03-20 00:00:00,365,43200.0,0.0,43200.0,1,0,0.0,800000,十级伤残:10%,四川省,成都市,24,24,1,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.417,C|制造业,C033|金属制品业,C0331|结构性金属制品制造,C03311|金属结构制造
FA2644953FF639,新单,2024-03-20 00:00:00,365,4356.0,0.0,4356.0,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,12,12,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,F|批发和零售业,F051|批发业,F0519|其他批发业,F05199|其他未列明批发业
B97D94708C2311_6,新单,2024-03-20 00:00:00,365,24930.0,5969.52,30899.52,1,106000,3.43,800000,十级伤残:10%,江苏省,常州市,15,22,2,2,0,5,0,0,4,3,2,3,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.227,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
480D54100ECE20,新单,2024-03-20 00:00:00,365,26541.6,2072.43,28614.03,0,0,0.0,800000,十级伤残:10%,浙江省,金华市,10,11,0,3,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.727,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02929|塑料零件及其他塑料制品制造
B051844F738797,新单,2024-03-20 00:00:00,365,8913.0,0.0,8913.0,0,0,0.0,200000,十级伤残:10%,浙江省,温州市,15,15,2,2,2,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.533,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
9EFDA416AF0B14,新单,2024-03-20 00:00:00,365,2212.0,252.1,2464.1,0,0,0.0,100000,十级伤残:10%,浙江省,温州市,10,12,0,0,0,1,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.417,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
5E35444E1790AC,续保,2024-03-20 00:00:00,365,7546.0,0.0,7546.0,0,0,0.0,200000,十级伤残:5%,江苏省,常州市,22,22,0,0,1,6,1,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C036|汽车制造业,C0363|改装汽车制造,
3FD184CA3A64BC,新单,2024-03-20 00:00:00,365,20724.0,2425.97,23149.97,2,14000,0.605,800000,十级伤残:10%,江苏省,苏州市,11,17,2,1,3,4,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.471,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0759|其他科技推广服务业,
